VV_L,VH_L,projectedInc,name,type_1st_h,type_2nd_h,equai,feas_class,image_date_time_utc,sensor,count,inc_class,image_date,year,image_date_time_ksa
0.05758098059537793,0.012933713757065543,43.08674949545913,C72,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,3964,high,2014-10-18,2014,2014-10-18 18:31:00
0.052400442270132214,0.013082875561676744,42.47853095565149,E72,wheat,wheat,1.0,yes,2014-10-18 15:31:00,S1A,5096,high,2014-10-18,2014,2014-10-18 18:31:00
0.14008914432010136,0.03423074918179898,43.2935,C96,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,4625,high,2014-10-18,2014,2014-10-18 18:31:00
0.11367287139657947,0.020438311101228138,43.034069067145055,C21,empty,corn,1.0,yes,2014-10-18 15:31:00,S1A,3902,high,2014-10-18,2014,2014-10-18 18:31:00
0.03285359386119866,0.004370090970182477,42.67197666734445,E82,empty,onion,1.0,yes,2014-10-18 15:31:00,S1A,2459,high,2014-10-18,2014,2014-10-18 18:31:00
0.04162416802470688,0.011631555422508922,42.194736067503925,A1,potato,potato,1.0,yes,2014-10-18 15:31:00,S1A,5096,high,2014-10-18,2014,2014-10-18 18:31:00
0.055321848547425785,0.012881089308544518,42.866045933438365,E71,wheat,wheat,1.0,yes,2014-10-18 15:31:00,S1A,5078,high,2014-10-18,2014,2014-10-18 18:31:00
0.015137617908757088,0.0015843620383806166,43.15664528095354,C117,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,4111,high,2014-10-18,2014,2014-10-18 18:31:00
0.044863897481635356,0.005217737774858126,42.95712909441233,C16,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5190,high,2014-10-18,2014,2014-10-18 18:31:00
0.035615838127467804,0.004210666400132251,42.897710409158364,C73,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,4717,high,2014-10-18,2014,2014-10-18 18:31:00
0.0500063469768234,0.008800925571533657,43.25857200834879,C95,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5390,high,2014-10-18,2014,2014-10-18 18:31:00
0.05022754172136328,0.007673044698055687,42.86261425515364,C22,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5142,high,2014-10-18,2014,2014-10-18 18:31:00
0.05339014740735684,0.011927195036155932,43.06949337655017,C91,wheat,wheat,1.0,yes,2014-10-18 15:31:00,S1A,5322,high,2014-10-18,2014,2014-10-18 18:31:00
0.06639400821788465,0.007988908029244306,42.853091032608695,C11,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,3864,high,2014-10-18,2014,2014-10-18 18:31:00
0.038873317768667814,0.004485310853286517,42.78971639532457,C70,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,4791,high,2014-10-18,2014,2014-10-18 18:31:00
0.036258030740406025,0.008646230497899693,42.82447029751419,C17,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5109,high,2014-10-18,2014,2014-10-18 18:31:00
0.041578630538830985,0.01312000394182504,42.99220519535674,C94,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,5298,high,2014-10-18,2014,2014-10-18 18:31:00
0.05452039418730346,0.011039373049945952,42.91775943396227,C6,alfalfa,alfalfa,1.0,yes,2014-10-18 15:31:00,S1A,3975,high,2014-10-18,2014,2014-10-18 18:31:00
