ndvi,name,type_1st_h,type_2nd_h,equai,feas_class,image_date_time_utc,sensor,count,image_date,year,image_date_time_ksa
0.7004179838688891,E19,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,584,2014-10-29,2014,2014-10-29 03:00:00
0.45099475062428773,128E,wheat,wheat,1.0,yes,2014-10-29,LC0,614,2014-10-29,2014,2014-10-29 03:00:00
0.14016531510314487,105E,potato,potato,1.0,no,2014-10-29,LC0,370,2014-10-29,2014,2014-10-29 03:00:00
0.6331870772158829,140E,wheat,wheat,1.0,yes,2014-10-29,LC0,698,2014-10-29,2014,2014-10-29 03:00:00
0.1478702600317226,E58,wheat,wheat,1.0,yes,2014-10-29,LC0,585,2014-10-29,2014,2014-10-29 03:00:00
0.5693227065207976,E29,potato,potato,1.0,no,2014-10-29,LC0,323,2014-10-29,2014,2014-10-29 03:00:00
0.6844778181623365,E10,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,656,2014-10-29,2014,2014-10-29 03:00:00
0.447854648036034,117E,wheat,potato,0.0,no,2014-10-29,LC0,403,2014-10-29,2014,2014-10-29 03:00:00
0.6279498698555418,129E,wheat,wheat,1.0,yes,2014-10-29,LC0,701,2014-10-29,2014,2014-10-29 03:00:00
0.6201214714716619,E49,wheat,potato,0.0,yes,2014-10-29,LC0,584,2014-10-29,2014,2014-10-29 03:00:00
0.4396831508623918,E1,wheat,wheat,1.0,yes,2014-10-29,LC0,679,2014-10-29,2014,2014-10-29 03:00:00
0.14873950996273347,E59,wheat,wheat,1.0,yes,2014-10-29,LC0,649,2014-10-29,2014,2014-10-29 03:00:00
0.4598982739888069,108C,wheat,onion,0.0,yes,2014-10-29,LC0,542,2014-10-29,2014,2014-10-29 03:00:00
0.4047333393939458,118E,wheat,potato,0.0,no,2014-10-29,LC0,385,2014-10-29,2014,2014-10-29 03:00:00
0.6073389685649294,E40,wheat,wheat,1.0,yes,2014-10-29,LC0,577,2014-10-29,2014,2014-10-29 03:00:00
0.6966936603271053,E11,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,625,2014-10-29,2014,2014-10-29 03:00:00
0.6269487707537613,E21E,wheat,wheat,1.0,yes,2014-10-29,LC0,672,2014-10-29,2014,2014-10-29 03:00:00
0.43442978985454384,107C,wheat,wheat,1.0,yes,2014-10-29,LC0,616,2014-10-29,2014,2014-10-29 03:00:00
0.142539971465766,E50,wheat,onion,0.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.40325088356768585,C67,wheat,onion,0.0,yes,2014-10-29,LC0,622,2014-10-29,2014,2014-10-29 03:00:00
0.4572604826844763,142E,wheat,wheat,1.0,yes,2014-10-29,LC0,689,2014-10-29,2014,2014-10-29 03:00:00
0.669258361396306,E60,potato,potato,1.0,no,2014-10-29,LC0,252,2014-10-29,2014,2014-10-29 03:00:00
0.6049181526687533,E31,potato,potato,1.0,yes,2014-10-29,LC0,711,2014-10-29,2014,2014-10-29 03:00:00
0.711152052213088,E2,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,735,2014-10-29,2014,2014-10-29 03:00:00
0.4714396544939823,106C,wheat,wheat,1.0,yes,2014-10-29,LC0,693,2014-10-29,2014,2014-10-29 03:00:00
0.14200696597203297,E41,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,625,2014-10-29,2014,2014-10-29 03:00:00
0.6533434243919597,E12,wheat,potato,0.0,yes,2014-10-29,LC0,632,2014-10-29,2014,2014-10-29 03:00:00
0.3981760797375477,C61,wheat,wheat,1.0,yes,2014-10-29,LC0,613,2014-10-29,2014,2014-10-29 03:00:00
0.5509069038185884,E51,wheat,wheat,1.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.6296769037391153,131E,wheat,wheat,1.0,yes,2014-10-29,LC0,681,2014-10-29,2014,2014-10-29 03:00:00
0.6822831560444365,E22,wheat,wheat,1.0,yes,2014-10-29,LC0,584,2014-10-29,2014,2014-10-29 03:00:00
0.4431591613052287,C66,wheat,wheat,1.0,yes,2014-10-29,LC0,727,2014-10-29,2014,2014-10-29 03:00:00
0.14866864766976176,E3,potato,potato,1.0,no,2014-10-29,LC0,375,2014-10-29,2014,2014-10-29 03:00:00
0.4029334002280722,105C,wheat,wheat,1.0,yes,2014-10-29,LC0,578,2014-10-29,2014,2014-10-29 03:00:00
0.6652039736092114,E61,potato,potato,1.0,no,2014-10-29,LC0,274,2014-10-29,2014,2014-10-29 03:00:00
0.17385854580303364,E32,onion,onion,1.0,no,2014-10-29,LC0,396,2014-10-29,2014,2014-10-29 03:00:00
0.6260691152133998,E42,wheat,wheat,1.0,yes,2014-10-29,LC0,466,2014-10-29,2014,2014-10-29 03:00:00
0.42154523203419064,C55,wheat,wheat,1.0,yes,2014-10-29,LC0,691,2014-10-29,2014,2014-10-29 03:00:00
0.6633330311556781,E13,wheat,potato,0.0,yes,2014-10-29,LC0,613,2014-10-29,2014,2014-10-29 03:00:00
0.6581344267159991,120E,wheat,wheat,1.0,yes,2014-10-29,LC0,675,2014-10-29,2014,2014-10-29 03:00:00
0.45621507442375225,104C,wheat,wheat,1.0,yes,2014-10-29,LC0,657,2014-10-29,2014,2014-10-29 03:00:00
0.5371078672595233,C60,wheat,wheat,1.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.4289031372915932,132E,wheat,wheat,1.0,yes,2014-10-29,LC0,537,2014-10-29,2014,2014-10-29 03:00:00
0.6432204120163073,E23,wheat,wheat,1.0,yes,2014-10-29,LC0,579,2014-10-29,2014,2014-10-29 03:00:00
0.403324117739041,C49,wheat,wheat,1.0,yes,2014-10-29,LC0,723,2014-10-29,2014,2014-10-29 03:00:00
0.5809467959783633,E62,potato,potato,1.0,no,2014-10-29,LC0,380,2014-10-29,2014,2014-10-29 03:00:00
0.23824425009462488,E4,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,558,2014-10-29,2014,2014-10-29 03:00:00
0.6277556013254861,E33,wheat,onion,0.0,yes,2014-10-29,LC0,572,2014-10-29,2014,2014-10-29 03:00:00
0.657623750002595,E14,wheat,potato,0.0,yes,2014-10-29,LC0,641,2014-10-29,2014,2014-10-29 03:00:00
0.5979857199216765,C54,wheat,wheat,1.0,yes,2014-10-29,LC0,651,2014-10-29,2014,2014-10-29 03:00:00
0.4456750295749424,103C,wheat,wheat,1.0,yes,2014-10-29,LC0,561,2014-10-29,2014,2014-10-29 03:00:00
0.157611333552605,C59,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,730,2014-10-29,2014,2014-10-29 03:00:00
0.4073015694803351,C43,wheat,wheat,1.0,yes,2014-10-29,LC0,581,2014-10-29,2014,2014-10-29 03:00:00
0.15283876311765165,E53,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,477,2014-10-29,2014,2014-10-29 03:00:00
0.6033276370317288,E24,wheat,potato,0.0,yes,2014-10-29,LC0,306,2014-10-29,2014,2014-10-29 03:00:00
0.48157842591234556,C48,wheat,wheat,1.0,yes,2014-10-29,LC0,747,2014-10-29,2014,2014-10-29 03:00:00
0.4724668222217583,102C,wheat,wheat,1.0,yes,2014-10-29,LC0,720,2014-10-29,2014,2014-10-29 03:00:00
0.19757261211490448,E63,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,571,2014-10-29,2014,2014-10-29 03:00:00
0.6673158720003511,E5,empty,potato,0.0,no,2014-10-29,LC0,290,2014-10-29,2014,2014-10-29 03:00:00
0.42981589318090024,101C,wheat,wheat,1.0,yes,2014-10-29,LC0,567,2014-10-29,2014,2014-10-29 03:00:00
0.13126900587337892,E34,sudanese_corn,sudanese_corn,1.0,yes,2014-10-29,LC0,558,2014-10-29,2014,2014-10-29 03:00:00
0.45806904062457693,C37,potato,potato,1.0,no,2014-10-29,LC0,394,2014-10-29,2014,2014-10-29 03:00:00
0.6563269333230075,E44,wheat,potato,0.0,yes,2014-10-29,LC0,322,2014-10-29,2014,2014-10-29 03:00:00
0.13415346696726416,C42,onion,onion,1.0,yes,2014-10-29,LC0,599,2014-10-29,2014,2014-10-29 03:00:00
0.15496298847297246,C58,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,574,2014-10-29,2014,2014-10-29 03:00:00
0.14083116941387652,E54,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,477,2014-10-29,2014,2014-10-29 03:00:00
0.6451231491283244,E25,wheat,wheat,1.0,yes,2014-10-29,LC0,578,2014-10-29,2014,2014-10-29 03:00:00
0.4315969573140686,C31,onion,onion,1.0,no,2014-10-29,LC0,377,2014-10-29,2014,2014-10-29 03:00:00
0.7140174020188229,C47,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,542,2014-10-29,2014,2014-10-29 03:00:00
0.18435763945719175,E70,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,580,2014-10-29,2014,2014-10-29 03:00:00
0.6270470975919953,E6,wheat,wheat,1.0,yes,2014-10-29,LC0,462,2014-10-29,2014,2014-10-29 03:00:00
0.41164791330654843,100C,wheat,wheat,1.0,yes,2014-10-29,LC0,572,2014-10-29,2014,2014-10-29 03:00:00
0.19404664052890752,C36,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,732,2014-10-29,2014,2014-10-29 03:00:00
0.624335633215477,E35,wheat,wheat,1.0,yes,2014-10-29,LC0,437,2014-10-29,2014,2014-10-29 03:00:00
0.6643540764122061,E16,wheat,wheat,1.0,yes,2014-10-29,LC0,469,2014-10-29,2014,2014-10-29 03:00:00
0.30208069765335294,C57,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,617,2014-10-29,2014,2014-10-29 03:00:00
0.18521122274265875,E69,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,478,2014-10-29,2014,2014-10-29 03:00:00
0.2602811925331477,C62,wheat,wheat,1.0,yes,2014-10-29,LC0,487,2014-10-29,2014,2014-10-29 03:00:00
0.148373642258643,E26,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,441,2014-10-29,2014,2014-10-29 03:00:00
0.1393168688455011,C30,onion,onion,1.0,no,2014-10-29,LC0,297,2014-10-29,2014,2014-10-29 03:00:00
0.5139977777205385,C46,wheat,wheat,1.0,yes,2014-10-29,LC0,559,2014-10-29,2014,2014-10-29 03:00:00
0.18370156804977095,E77,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,457,2014-10-29,2014,2014-10-29 03:00:00
0.6384947917301877,E7,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,513,2014-10-29,2014,2014-10-29 03:00:00
0.14413131820986166,C35,empty,empty,1.0,yes,2014-10-29,LC0,374,2014-10-29,2014,2014-10-29 03:00:00
0.6125086616046674,E36,wheat,wheat,1.0,yes,2014-10-29,LC0,429,2014-10-29,2014,2014-10-29 03:00:00
0.7111454722533037,C51,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,571,2014-10-29,2014,2014-10-29 03:00:00
0.25878226708234,E68,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,565,2014-10-29,2014,2014-10-29 03:00:00
0.6021780735371282,E17,wheat,wheat,1.0,yes,2014-10-29,LC0,575,2014-10-29,2014,2014-10-29 03:00:00
0.7180794629482234,C56,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,554,2014-10-29,2014,2014-10-29 03:00:00
0.17258457822713752,C99,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,752,2014-10-29,2014,2014-10-29 03:00:00
0.5018491225047975,C40,wheat,wheat,1.0,yes,2014-10-29,LC0,540,2014-10-29,2014,2014-10-29 03:00:00
0.19640558445266956,E76,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,454,2014-10-29,2014,2014-10-29 03:00:00
0.5810471945815007,E27,wheat,wheat,1.0,yes,2014-10-29,LC0,431,2014-10-29,2014,2014-10-29 03:00:00
0.6951669810469716,C77,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,489,2014-10-29,2014,2014-10-29 03:00:00
0.17989162154945298,E83,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,511,2014-10-29,2014,2014-10-29 03:00:00
0.49794223821552563,E8,wheat,wheat,1.0,yes,2014-10-29,LC0,432,2014-10-29,2014,2014-10-29 03:00:00
0.7106311417911875,C50,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,713,2014-10-29,2014,2014-10-29 03:00:00
0.6088961156084766,E67,wheat,wheat,1.0,yes,2014-10-29,LC0,431,2014-10-29,2014,2014-10-29 03:00:00
0.19218903680248597,C28,onion,onion,1.0,no,2014-10-29,LC0,289,2014-10-29,2014,2014-10-29 03:00:00
0.6238314002342625,E18,wheat,wheat,1.0,yes,2014-10-29,LC0,391,2014-10-29,2014,2014-10-29 03:00:00
0.5688651670930078,C78,wheat,wheat,1.0,yes,2014-10-29,LC0,572,2014-10-29,2014,2014-10-29 03:00:00
0.22321582809817736,C98,sudanese_corn,sudanese_corn,1.0,yes,2014-10-29,LC0,545,2014-10-29,2014,2014-10-29 03:00:00
0.5736840724056935,C44,wheat,wheat,1.0,yes,2014-10-29,LC0,555,2014-10-29,2014,2014-10-29 03:00:00
0.5577419583026382,E66,wheat,wheat,1.0,yes,2014-10-29,LC0,427,2014-10-29,2014,2014-10-29 03:00:00
0.561526213666621,E9,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,562,2014-10-29,2014,2014-10-29 03:00:00
0.17614558598844904,E84,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,511,2014-10-29,2014,2014-10-29 03:00:00
0.7159744954637648,C75,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,667,2014-10-29,2014,2014-10-29 03:00:00
0.6319789764710164,E74,wheat,wheat,1.0,yes,2014-10-29,LC0,564,2014-10-29,2014,2014-10-29 03:00:00
0.23133647498756657,C119,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,743,2014-10-29,2014,2014-10-29 03:00:00
0.5234069100227876,C33,wheat,wheat,1.0,yes,2014-10-29,LC0,434,2014-10-29,2014,2014-10-29 03:00:00
0.17978785612023773,C27,onion,onion,1.0,no,2014-10-29,LC0,272,2014-10-29,2014,2014-10-29 03:00:00
0.5564521663704878,E65,wheat,wheat,1.0,yes,2014-10-29,LC0,428,2014-10-29,2014,2014-10-29 03:00:00
0.68245574283107,C71,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,403,2014-10-29,2014,2014-10-29 03:00:00
0.15664472512368224,C97,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,592,2014-10-29,2014,2014-10-29 03:00:00
0.6101869066069594,E73,wheat,wheat,1.0,yes,2014-10-29,LC0,429,2014-10-29,2014,2014-10-29 03:00:00
0.5460375347827154,C74,wheat,wheat,1.0,yes,2014-10-29,LC0,494,2014-10-29,2014,2014-10-29 03:00:00
0.1385239302861019,E81,onion,onion,1.0,yes,2014-10-29,LC0,285,2014-10-29,2014,2014-10-29 03:00:00
0.13562273722329288,E64,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,429,2014-10-29,2014,2014-10-29 03:00:00
0.21666016372771532,C118,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,728,2014-10-29,2014,2014-10-29 03:00:00
0.633834423371332,C32,wheat,wheat,1.0,yes,2014-10-29,LC0,557,2014-10-29,2014,2014-10-29 03:00:00
0.6904153237124212,C72,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,441,2014-10-29,2014,2014-10-29 03:00:00
0.5566623824733923,E72,wheat,wheat,1.0,yes,2014-10-29,LC0,567,2014-10-29,2014,2014-10-29 03:00:00
0.3547469046367596,C96,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,510,2014-10-29,2014,2014-10-29 03:00:00
0.6931047404842589,C34,potato,potato,1.0,no,2014-10-29,LC0,250,2014-10-29,2014,2014-10-29 03:00:00
0.4959700966988988,C21,sudanese_corn,sudanese_corn,1.0,yes,2014-10-29,LC0,433,2014-10-29,2014,2014-10-29 03:00:00
0.14521873497565257,E82,onion,onion,1.0,yes,2014-10-29,LC0,276,2014-10-29,2014,2014-10-29 03:00:00
0.5467656812374992,A1,potato,potato,1.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.6065279220034656,E71,wheat,wheat,1.0,yes,2014-10-29,LC0,562,2014-10-29,2014,2014-10-29 03:00:00
0.583287392146163,C90,potato,potato,1.0,no,2014-10-29,LC0,318,2014-10-29,2014,2014-10-29 03:00:00
0.13093204996956495,C117,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,453,2014-10-29,2014,2014-10-29 03:00:00
0.13133334862054152,C16,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,574,2014-10-29,2014,2014-10-29 03:00:00
0.17612566225637133,C73,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,527,2014-10-29,2014,2014-10-29 03:00:00
0.1496912851193866,C95,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,598,2014-10-29,2014,2014-10-29 03:00:00
0.516725302960613,A2,potato,potato,1.0,no,2014-10-29,LC0,306,2014-10-29,2014,2014-10-29 03:00:00
0.2819951889075536,C22,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,570,2014-10-29,2014,2014-10-29 03:00:00
0.6296505296812095,C91,wheat,wheat,1.0,yes,2014-10-29,LC0,590,2014-10-29,2014,2014-10-29 03:00:00
0.5618851864366832,A6,potato,potato,1.0,no,2014-10-29,LC0,226,2014-10-29,2014,2014-10-29 03:00:00
0.1331039357121813,C11,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,429,2014-10-29,2014,2014-10-29 03:00:00
0.18584421870549933,C70,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,528,2014-10-29,2014,2014-10-29 03:00:00
0.5466714972381732,A3,potato,potato,1.0,no,2014-10-29,LC0,318,2014-10-29,2014,2014-10-29 03:00:00
0.2698483808191713,C17,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,567,2014-10-29,2014,2014-10-29 03:00:00
0.5246735416445272,A7,potato,potato,1.0,no,2014-10-29,LC0,313,2014-10-29,2014,2014-10-29 03:00:00
0.3065183703099499,C94,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,586,2014-10-29,2014,2014-10-29 03:00:00
0.6474219641779374,C6,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,441,2014-10-29,2014,2014-10-29 03:00:00
0.16274710570929432,C23,onion,onion,1.0,yes,2014-10-29,LC0,409,2014-10-29,2014,2014-10-29 03:00:00
0.11344136457757023,A4,wheat,potato,0.0,yes,2014-10-29,LC0,475,2014-10-29,2014,2014-10-29 03:00:00
0.12237992048726075,11A,empty,onion,0.0,yes,2014-10-29,LC0,457,2014-10-29,2014,2014-10-29 03:00:00
0.6497877893701353,C12,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,434,2014-10-29,2014,2014-10-29 03:00:00
0.15954413231447725,C25,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,567,2014-10-29,2014,2014-10-29 03:00:00
0.5861772377122045,A8,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,453,2014-10-29,2014,2014-10-29 03:00:00
0.6299368210996052,C1,wheat,wheat,1.0,yes,2014-10-29,LC0,421,2014-10-29,2014,2014-10-29 03:00:00
0.1328337464207341,C115,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,572,2014-10-29,2014,2014-10-29 03:00:00
0.12741251023593597,C18,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,563,2014-10-29,2014,2014-10-29 03:00:00
0.24795759600660217,5A,wheat,wheat,1.0,yes,2014-10-29,LC0,440,2014-10-29,2014,2014-10-29 03:00:00
0.2424529538918854,C93,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,601,2014-10-29,2014,2014-10-29 03:00:00
0.627458999661908,C7,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,446,2014-10-29,2014,2014-10-29 03:00:00
0.5049126682154033,A9,potato,potato,1.0,no,2014-10-29,LC0,312,2014-10-29,2014,2014-10-29 03:00:00
0.2884388858425296,C24,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,573,2014-10-29,2014,2014-10-29 03:00:00
0.14209832836707972,C13,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,432,2014-10-29,2014,2014-10-29 03:00:00
0.5701183261779865,A13,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.6734752603316339,C2,wheat,wheat,1.0,yes,2014-10-29,LC0,727,2014-10-29,2014,2014-10-29 03:00:00
0.1332243342885508,C114,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.6575566324964108,C19,potato,potato,1.0,yes,2014-10-29,LC0,430,2014-10-29,2014,2014-10-29 03:00:00
0.16833426988044384,C92,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,600,2014-10-29,2014,2014-10-29 03:00:00
0.5419910972220039,A14,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,490,2014-10-29,2014,2014-10-29 03:00:00
0.16021412125972506,C8,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,452,2014-10-29,2014,2014-10-29 03:00:00
0.43773678860895765,A21,wheat,wheat,1.0,yes,2014-10-29,LC0,423,2014-10-29,2014,2014-10-29 03:00:00
0.5085691838180258,A15,wheat,onion,0.0,yes,2014-10-29,LC0,567,2014-10-29,2014,2014-10-29 03:00:00
0.15696564771518276,C3,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,456,2014-10-29,2014,2014-10-29 03:00:00
0.5722401566860261,C20,wheat,wheat,1.0,yes,2014-10-29,LC0,580,2014-10-29,2014,2014-10-29 03:00:00
0.25093021888340955,C113,sudanese_corn,sudanese_corn,1.0,yes,2014-10-29,LC0,426,2014-10-29,2014,2014-10-29 03:00:00
0.2639189123608949,A19,wheat,wheat,1.0,yes,2014-10-29,LC0,560,2014-10-29,2014,2014-10-29 03:00:00
0.49625096150158976,A26,wheat,wheat,1.0,yes,2014-10-29,LC0,462,2014-10-29,2014,2014-10-29 03:00:00
0.15907799047186036,C9,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,428,2014-10-29,2014,2014-10-29 03:00:00
0.443138868176279,A23,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,423,2014-10-29,2014,2014-10-29 03:00:00
0.5895774945129457,C15,wheat,wheat,1.0,yes,2014-10-29,LC0,573,2014-10-29,2014,2014-10-29 03:00:00
0.49116403512230794,A20,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,464,2014-10-29,2014,2014-10-29 03:00:00
0.6466928837928853,C4,wheat,wheat,1.0,yes,2014-10-29,LC0,569,2014-10-29,2014,2014-10-29 03:00:00
0.11092191297426024,C112,sudanese_corn,sudanese_corn,1.0,yes,2014-10-29,LC0,478,2014-10-29,2014,2014-10-29 03:00:00
0.48825071038954954,A24,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,419,2014-10-29,2014,2014-10-29 03:00:00
0.15006122602899938,C10,onion,onion,1.0,yes,2014-10-29,LC0,551,2014-10-29,2014,2014-10-29 03:00:00
0.45742903921334194,A28,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,414,2014-10-29,2014,2014-10-29 03:00:00
0.5253230364634935,A25,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,564,2014-10-29,2014,2014-10-29 03:00:00
0.11272861807641421,A32,barely,potato,0.0,no,2014-10-29,LC0,276,2014-10-29,2014,2014-10-29 03:00:00
0.22951332547792708,C5,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,554,2014-10-29,2014,2014-10-29 03:00:00
0.421863446993654,A29,alfaalfa,alfaalfa,1.0,yes,2014-10-29,LC0,506,2014-10-29,2014,2014-10-29 03:00:00
0.2239763715062367,D9,barely,barely,1.0,yes,2014-10-29,LC0,487,2014-10-29,2014,2014-10-29 03:00:00
0.21659257811764795,D7,wheat,wheat,1.0,yes,2014-10-29,LC0,445,2014-10-29,2014,2014-10-29 03:00:00
